Export Pixels	100611-YG-256 copy.sdt Fitted Single Exponential

x	y	A	T	Z	X2
145	201	15.643476486206055	1.9841827154159546	0.15254275500774384	1.0440858602523804
146	201	16.608442306518555	2.6179542541503906	-0.5305657982826233	1.0327280759811401
147	201	19.183862686157227	2.036539316177368	0.24135085940361023	1.0891178846359253
148	201	23.207624435424805	1.9400819540023804	0.20946799218654633	1.1752243041992188
149	201	20.14532470703125	1.9275424480438232	0.5493113994598389	1.20253324508667
150	201	17.87469482421875	2.1477835178375244	-0.13878776133060455	1.1135787963867188
143	202	15.612048149108887	1.635540246963501	0.7717223167419434	1.1782763004302979
144	202	22.012907028198242	1.9463520050048828	0.219356507062912	1.0894439220428467
145	202	26.856163024902344	1.9167964458465576	0.2537311911582947	1.1829291582107544
146	202	28.798076629638672	1.7140462398529053	0.752289354801178	1.0317744016647339
147	202	27.62639045715332	1.8367571830749512	0.7578592896461487	1.1335943937301636
148	202	27.381420135498047	1.8683052062988281	0.42280256748199463	1.131039023399353
149	202	26.780277252197266	1.965867280960083	0.40292102098464966	0.9497957825660706
150	202	31.50216293334961	1.4980049133300781	1.0134592056274414	1.265453577041626
151	202	26.151554107666016	1.819756031036377	0.7234398722648621	1.0991322994232178
152	202	21.399797439575195	1.997685194015503	0.09205362945795059	0.8876726031303406
142	203	19.43156623840332	1.9920750856399536	0.07929428666830063	1.231504201889038
143	203	27.140352249145508	1.7404993772506714	0.6079681515693665	1.210220217704773
144	203	30.767581939697266	1.7328481674194336	0.6702979803085327	1.0935553312301636
145	203	34.1999397277832	1.5056827068328857	1.0615555047988892	1.251426339149475
146	203	34.33515548706055	1.537821888923645	1.0039068460464478	1.0297974348068237
147	203	29.28230857849121	1.8394514322280884	0.8886620402336121	0.8850911855697632
148	203	31.11845588684082	1.7595547437667847	0.5774098634719849	1.16066575050354
149	203	29.709171295166016	1.8654145002365112	0.5482203364372253	0.9620394706726074
150	203	30.189794540405273	1.9249485731124878	0.3182501792907715	1.1223397254943848
151	203	27.827180862426758	2.1980233192443848	-0.06396661698818207	0.9266311526298523
152	203	26.0970516204834	2.0685267448425293	0.28836265206336975	1.075732946395874
153	203	22.564748764038086	2.1253747940063477	0.1577964872121811	1.0656964778900146
141	204	19.70398712158203	1.8624939918518066	0.35867446660995483	1.1637680530548096
142	204	26.290210723876953	1.9739952087402344	0.35362982749938965	1.3716533184051514
143	204	32.218482971191406	1.713989496231079	0.8428449630737305	1.075230598449707
144	204	30.802928924560547	1.9053469896316528	0.2779305875301361	1.137008786201477
145	204	35.829166412353516	1.5584605932235718	0.8666507601737976	1.1153830289840698
146	204	34.38912582397461	1.59127938747406	1.208855152130127	1.1322672367095947
147	204	38.12907791137695	1.587982177734375	0.6321281790733337	1.1538046598434448
148	204	31.230234146118164	1.8171778917312622	0.5176140666007996	1.0771416425704956
149	204	30.402935028076172	1.8192107677459717	0.6952171921730042	1.0501103401184082
150	204	31.051334381103516	1.9879844188690186	0.2941323518753052	1.312931776046753
151	204	31.690723419189453	1.8214741945266724	0.538058340549469	1.129314661026001
152	204	32.495059967041016	1.6540011167526245	0.944336473941803	1.1014171838760376
153	204	30.54993438720703	1.8435124158859253	0.3256462514400482	1.0375179052352905
154	204	23.50288200378418	2.0050415992736816	0.2069307416677475	1.1534706354141235
140	205	14.610577583312988	2.221076488494873	-0.08425875753164291	1.1399110555648804
141	205	25.86753273010254	1.9763414859771729	0.2454233318567276	1.0011043548583984
142	205	30.784879684448242	1.7428278923034668	0.7917618751525879	1.1072505712509155
143	205	30.62095832824707	1.9834697246551514	0.46573567390441895	1.1753140687942505
144	205	31.808462142944336	1.7606627941131592	0.7316842079162598	0.9463514089584351
145	205	36.91909408569336	1.4817055463790894	1.0870599746704102	1.0877432823181152
146	205	32.17161178588867	1.7506531476974487	0.994516909122467	1.1157857179641724
147	205	32.830955505371094	1.7517238855361938	0.755229115486145	0.967668890953064
148	205	33.317237854003906	1.7346367835998535	1.0566099882125854	1.174654245376587
149	205	32.62943649291992	1.7598936557769775	0.6933872103691101	0.9931390285491943
150	205	30.94609260559082	1.8912428617477417	0.5847648978233337	1.0225427150726318
151	205	34.608917236328125	1.7425453662872314	0.581662118434906	1.021651029586792
152	205	36.15663146972656	1.5631965398788452	1.1042159795761108	1.0180267095565796
153	205	35.077022552490234	1.5419243574142456	1.033258080482483	1.0832138061523438
154	205	27.582624435424805	1.8782325983047485	0.784892737865448	0.9802331924438477
155	205	20.168418884277344	2.1293134689331055	0.11717414855957031	1.0664050579071045
140	206	24.68820571899414	1.7504016160964966	0.36912083625793457	1.1682733297348022
141	206	28.610511779785156	1.8896174430847168	0.7111424207687378	1.0594158172607422
142	206	34.65006637573242	1.6969966888427734	0.8650976419448853	1.2104692459106445
143	206	30.916685104370117	2.117772340774536	0.04928531497716904	1.0153275728225708
144	206	37.69963455200195	1.609951376914978	0.8560711145401001	0.7781984806060791
145	206	33.78547286987305	1.7110862731933594	0.8909320831298828	1.103518009185791
146	206	31.85378646850586	2.029222249984741	0.15615399181842804	1.0018500089645386
147	206	35.28850555419922	1.6065272092819214	0.9187708497047424	1.0765488147735596
148	206	37.49570083618164	1.499947190284729	1.2689927816390991	1.0225673913955688
149	206	37.94694137573242	1.4893373250961304	1.09857976436615	1.015945315361023
150	206	36.08284378051758	1.643666386604309	0.8184743523597717	1.0547810792922974
151	206	35.9115104675293	1.5277141332626343	1.4349417686462402	0.9247652888298035
152	206	34.01826095581055	1.6685587167739868	0.6799598932266235	0.9433882832527161
153	206	31.354406356811523	1.9484492540359497	0.48535317182540894	1.1700117588043213
154	206	28.73438262939453	2.068251609802246	0.5581623315811157	1.036102533340454
155	206	25.162227630615234	2.047652006149292	0.47011876106262207	1.0270448923110962
156	206	14.81360149383545	1.8798847198486328	0.44533756375312805	0.9875266551971436
140	207	29.003509521484375	1.7880622148513794	0.42043784260749817	0.9903196692466736
141	207	32.11720275878906	1.8382071256637573	0.484505832195282	1.0164004564285278
142	207	32.3387451171875	1.962726354598999	0.5065738558769226	1.0412447452545166
143	207	35.817054748535156	1.5804411172866821	1.1373082399368286	1.0240099430084229
144	207	31.81027603149414	1.7574305534362793	0.975656270980835	1.1524853706359863
145	207	37.70994567871094	1.546713948249817	1.235261082649231	1.108923077583313
146	207	32.16145706176758	1.8989520072937012	0.6367039680480957	1.2061253786087036
147	207	32.1486701965332	1.8628482818603516	0.5282900333404541	1.069384217262268
148	207	34.42044448852539	1.6996595859527588	0.8814723491668701	1.2042651176452637
149	207	32.09409713745117	1.7742838859558105	0.5683652758598328	1.1439040899276733
150	207	32.432743072509766	1.9286398887634277	0.30435094237327576	0.9956204891204834
151	207	33.89341354370117	1.7876478433609009	0.6690410375595093	1.068425178527832
152	207	34.55142593383789	1.689113974571228	0.6652724146842957	0.9749546051025391
153	207	34.75629425048828	1.6507744789123535	1.1094863414764404	1.2986961603164673
